headline,category,authors,date
California School District Disciplines Teacher For Telling Students Trump Is Still President,POLITICS,Mary Papenfuss,2021-11-05
Trevor Noah Reveals What Kim Kardashian And Pete Davidson Can Teach Us About GOP Win,POLITICS,Ron Dicker,2021-11-04
James Carville Rips Democrats Over Election Losses: Some Need ‘Woke Detox Center’,POLITICS,Lee Moran,2021-11-04
Ted Cruz Gets Fact-Checked To His Face On Fox News Over 'Domestic Terrorist' Lie,POLITICS,Josephine Harvey,2021-11-04
Biden Says Virginia Race Wasn't Blowback Against Him,POLITICS,"Colleen Long and Aamer Madhani, AP",2021-11-03
Ohio Introduces An Even More Extreme Texas-Style Abortion Ban,POLITICS,Alanna Vagianos,2021-11-03
High School Football Team Beats Rival So Badly Principal Apologizes,SPORTS,Ron Dicker,2021-11-03
Lauren Boebert’s Attempt To Troll Greta Thunberg Goes Up Like Earth's Temperature,POLITICS,Lee Moran,2021-11-02
North Carolina Police Detective Fired After Allegedly Planting Fake Drugs On Black Men,CRIME,Nina Golgowski,2021-11-02
Biden Says U.S. Will Lead During 'Decisive Decade' For Climate,POLITICS,Chris D'Angelo,2021-11-01
Virginia Democrats Fight To Keep Control Of The State Legislature As Polls Tighten,POLITICS,Travis Waldron,2021-10-31
Jen Psaki Tests Positive For COVID-19: 'Grateful I Am Vaccinated',POLITICS,Josephine Harvey,2021-10-31
"Rep. Adam Kinzinger Rips GOP As Party Of Lies, Conspiracy, Dishonesty",POLITICS,Nina Golgowski,2021-10-31
University Of Florida Prohibits Professors From Testifying In Voting Rights Case,POLITICS,"Mike Schneider, AP",2021-10-30
"Alec Baldwin Speaks On 'Rust' Shooting, Says Halyna Hutchins 'Was My Friend'",POLITICS,Sebastian Murdock,2021-10-30
Texas Cops 'Laughed' As Biden Aides Pleaded For Help From Trucker 'Trump Train' Last Year: Lawsuit,POLITICS,Mary Papenfuss,2021-10-30
Democrats Are Close To Implementing Big Fines For Illegal Union Busting,POLITICS,Dave Jamieson,2021-10-29
Supreme Court To Consider Limiting EPA's Power To Regulate Climate-Changing Gases,POLITICS,Alexander C. Kaufman,2021-10-29
"Sean Spicer Rips Joe Biden For Something Donald Trump Did Many, Many Times",POLITICS,Lee Moran,2021-10-29
No White House Treats For Halloween This Year,POLITICS,"DARLENE SUPERVILLE, AP",2021-10-28
Conservative Pundit Points Out Where Real Blame For GOP’s ‘Descent Into Madness’ Lies,POLITICS,Lee Moran,2021-10-27
‘Tell The Truth Or Your 3 Kids Will Be Fatally Shot': Election Officials Detail Threats,POLITICS,Paul Blumenthal,2021-10-26
Miami Herald Pulls No Punches With Stinging Gov. Ron DeSantis Editorial,POLITICS,Lee Moran,2021-10-26
Republicans Go To Bat For Billionaires Targeted By Democratic Tax Plan,POLITICS,Igor Bobic and Arthur Delaney,2021-10-26
Dr. Anthony Fauci Says 5- To 11-Year-Olds Could Get Pfizer COVID-19 Shot By Early November,POLITICS,Nick Visser,2021-10-25
Neil Cavuto Begs Fox News Viewers To Think Of Others And Get Vaccinated,POLITICS,Josephine Harvey,2021-10-24
Coding Developer Seeks 'Legal Counsel' As Trump Social Media Appears To Violate License,POLITICS,Mary Papenfuss,2021-10-24
Rep. Alexandria Ocasio-Cortez Asks Buffalo To Elect ‘Badass’ India Walton As Mayor,POLITICS,Daniel Marans,2021-10-23
Chris Hayes Exposes The 'Cruelty At The Core' Of The GOP,POLITICS,Lee Moran,2021-10-23
Tyranny Expert Sounds The Alarm On 2024 Election: It’s Happening,POLITICS,Lee Moran,2021-10-23
Fox News' Dana Perino Makes 'Nonsensical' Comment About Wind Power,POLITICS,Ron Dicker,2021-10-22
GOP Meddles In Buffalo Mayoral Race To Help Incumbent Democratic Mayor,POLITICS,Daniel Marans,2021-10-22
GOP Governor Blasts Anti-Vax Lawmakers: 'I Don't Need Crazy Getting In The Way',POLITICS,Josephine Harvey,2021-10-22
Flight Attendants At American Airlines Subsidiary Threaten To Strike,BUSINESS,Dave Jamieson,2021-10-21
Climate Poses Many Threats To U.S. Financial System & Natural Gas May Be Major Risk,BUSINESS,Alexander C. Kaufman,2021-10-21
Republicans Don't Want To Talk About Trump Unless They're On The Campaign Trail,POLITICS,Igor Bobic,2021-10-20
Rahm Emanuel’s Confirmation Hearing Falls On Laquan McDonald’s Death Anniversary,POLITICS,Sanjana Karanth,2021-10-20
New Documentary Zooms In On Pete Buttigieg's Historic Presidential Run,POLITICS,Curtis M. Wong,2021-10-18
Undocumented And In Need Of An Abortion In Texas' Rio Grande Valley,POLITICS,Alanna Vagianos,2021-10-18
Texas GOP Advances New Congressional Maps That Would Tighten Slipping Grip,POLITICS,"Acacia Coronado, AP",2021-10-17
'I'm So Stupid': MAGA Fan Who Attacked Officer Mike Fanone Called Himself A 'Piece Of S**t',POLITICS,Ryan J. Reilly,2021-10-17
Tucker Carlson Offers Most Insincere Response To Pete Buttigieg Attack Backlash,POLITICS,Lee Moran,2021-10-16
Kayleigh McEnany Attacks Jen Psaki With ‘Least Self-Aware Tweet Ever Written’,POLITICS,Lee Moran,2021-10-15
Awkward? A Personal Gift From Trump To Giuliani Just Sold At Auction,POLITICS,Josephine Harvey,2021-10-15
Texas School Official Suggests Teaching Both Holocaust Books And ‘Opposing’ Views: Report,POLITICS,Sarah Ruiz-Grossman,2021-10-14
"Anti-Mask Alaska State Senator Gets COVID-19, Touts Unproven Treatments",POLITICS,Josephine Harvey,2021-10-14
Utah Republicans Shamelessly Invoke Tribes To Condemn Biden’s Monument Restorations,POLITICS,Chris D'Angelo,2021-10-13
Texas Republican Allen West Goes On Anti-Vaccine Rant While Hospitalized With COVID-19,POLITICS,Sanjana Karanth,2021-10-12
NJ Democrats Attack GOP Candidate's Support Of '90s Cursing Ban With Foul-Mouthed Ad,POLITICS,David Moye,2021-10-12
Ted Cruz Jokes About That Time He Abandoned Constituents For A Cancun Trip,POLITICS,Josephine Harvey,2021-10-11
Texas Clinics Cancel Abortion Appointments After Court Reinstates Ban,POLITICS,"Paul J. Weber, AP",2021-10-10
Fiona Hill Calls Capitol Riot A ‘Dress Rehearsal’ For Further Violence,POLITICS,Sanjana Karanth,2021-10-10
Prosecutor Seeking To Indict Robert Durst On Ex-Wife's Death: AP Source,CRIME,"Michael R. Sisak, AP",2021-10-09
Mitch McConnell Tells Biden He Won't Deal On Debt Again After Chuck Schumer's 'Tantrum',POLITICS,Mary Papenfuss,2021-10-09
Chris Hayes Goes Off At Trump 'Coup Lackey' Who 'Went Full Insurrectionist',POLITICS,Josephine Harvey,2021-10-08
Disturbing New Footage Shows Minneapolis Cops Saying They're 'Hunting Activists',POLITICS,Lydia O'Connor,2021-10-07
The Feds Have Made 625+ Capitol Riot Arrests. They Still Have A Long Way To Go.,POLITICS,Ryan J. Reilly,2021-10-06
MSNBC Goes To Town On GOP Sen. Josh Hawley With A Stinging Supercut,POLITICS,Lee Moran,2021-10-06
FBI Raids NYPD Union Office And Home Of Its Right-Wing Leader,POLITICS,"Michael R. Sisak, AP",2021-10-05
Melania Trump Scorches Tell-All Author Stephanie Grisham As 'Troubled And Deceitful',POLITICS,Mary Papenfuss,2021-10-05
Force Expert Says Kyle Rittenhouse's Decisions To Shoot Were Reasonable,CRIME,"Michael Tarm and Todd Richmond, AP",2021-10-05
Trump Faces Deadline For Questioning In Defamation Suit,POLITICS,"Jennifer Peltz, AP",2021-10-04
Why Manchin And Democratic Leaders Might Not Be Quite So Far Apart,POLITICS,Jonathan Cohn,2021-10-03
Women's March Targets Abortion Access On Steps Of Supreme Court,POLITICS,"Ellen Knickmeyer, AP",2021-10-02
Biden Says 'Everybody Is Frustrated' As His Agenda Stalls,POLITICS,"Lisa Mascaro and Zeke Miller, AP",2021-10-02
"'Laughable' Cyber Ninjas' Arizona Recount Missed 16,000 Votes, Says Experts' Review",POLITICS,Mary Papenfuss,2021-10-02
"Over Two-Thirds Of Muslim Americans Have Faced Islamophobia, New Survey Finds",POLITICS,Rowaida Abdelaziz,2021-10-01
Prosecutors In Wyoming Considering Charging Librarians For Stocking Books,POLITICS,"Mead Gruver, AP",2021-10-01
Rep. Jim Jordan's Question About Democrats Gets Turned Into A Punchline About Him,POLITICS,Lee Moran,2021-09-30
Trump May Have Let Slip Details Of His Election Scheme As He Attacked Georgia Governor,POLITICS,S.V. Date,2021-09-29
"'Disengaged' Melania Trump Was Asleep On Election Night, New Book Says",POLITICS,Josephine Harvey,2021-09-29
Rachel Maddow Reads Damning Giuliani Testimony Showing Roots Of Election Conspiracy,POLITICS,Josephine Harvey,2021-09-29
"Rep. Lauren Boebert Tries To Make A Point About Vaccines, Gets A Big Dose Of Mockery",POLITICS,Josephine Harvey,2021-09-28
Here Are The States That Automatically Mail Ballots To All Voters,POLITICS,Sanjana Karanth,2021-09-28
'The View's' Ana Navarro Rips 'Dimwit' Donald Trump Jr. After He Mocks Her Weight,POLITICS,Mary Papenfuss,2021-09-28
Scientist Complained Trump 'Election Stuff' Overrode COVID Concerns In His White House,POLITICS,Mary Papenfuss,2021-09-26
Betsy DeVos Throws Surprise Shade At Donald Trump,POLITICS,Mary Papenfuss,2021-09-26
Former Arizona AG Slams Cyber Ninjas 'Grift' In Botched Vote Audit,POLITICS,Mary Papenfuss,2021-09-26
U.S. And Pakistan Face Each Other On Afghanistan Threats At UN Summit,POLITICS,"Nomaan Merchant, AP",2021-09-25
Mary Trump Quips That Her Uncle's Lawyers Now Probably 'Operate Out Of Strip Malls',POLITICS,Mary Papenfuss,2021-09-25
Draft Report Of Arizona Sham Audit Confirms Biden's Win Over Trump,POLITICS,Liza Hearon,2021-09-24
Lauren Boebert Calls For Joe Biden's 'Imeachment',POLITICS,Jennifer Bendery,2021-09-24
Right-Wing Preacher Cooks Up The Most Bonkers Plea Yet For A Private Jet,POLITICS,Ed Mazza,2021-09-23
MyPillow Guy Mocked For A New Trump Prediction... And It's A Real Turkey,POLITICS,Ed Mazza,2021-09-22
"Legal Experts Spot The Fatal Flaws With Donald Trump's Lawsuit Against His Niece, NYT",POLITICS,Lee Moran,2021-09-22
MSNBC Hosts Crack Up Over Error Found On First Page Of Trump Lawsuit,POLITICS,Josephine Harvey,2021-09-22
Boris Johnson Needles Anti-Vax Brazilian President While Promoting Vaccine,POLITICS,Ron Dicker,2021-09-21
Biden Pledges To Double U.S. Climate Aid. It’s Still A Fraction Of What’s Needed.,POLITICS,Alexander C. Kaufman,2021-09-21
"Voters Credit Biden For Boost In Child Tax Payments, Unemployment Benefits",POLITICS,Arthur Delaney,2021-09-20
Jersey City Mayor Promises To Reopen Rental Aid Applications After HuffPost Report,POLITICS,Amanda Terkel,2021-09-20
Support For Gov. Greg Abbott Plunging In New Texas Poll,POLITICS,Mary Papenfuss,2021-09-20
Emmanuel Macron To Talk To Biden Amid Crisis Over Submarines,POLITICS,"ELAINE GANLEY, AP",2021-09-19
Renegade Cyber Ninjas Brazenly Defies Senate Demand For Records In Arizona Vote 'Fraudit',POLITICS,Mary Papenfuss,2021-09-19
"Trump Considered Painting His Own Plane The Way 'Air Force One Should Look,' Book Reveals",POLITICS,Mary Papenfuss,2021-09-19
Police Say They’re Ready For Rally Supporting Jan. 6 Rioters,POLITICS,"By Colleen Long, Michael Balsamo and Ashraf Khalil, AP",2021-09-18
$100 Million Trump Tower Loan Placed On Bank 'Watch List' Over Vacancies,POLITICS,Mary Papenfuss,2021-09-18
Former Judges Defend 'Grim Reaper' Lawyer In COVID War With Gov. Ron DeSantis,POLITICS,Mary Papenfuss,2021-09-17
Trump Is Still Begging Georgia Officials To Overturn The 2020 Election Results,POLITICS,Sara Boboltz,2021-09-17
Clarence Thomas Criticizes Judges For Veering Into Politics,POLITICS,"Sara Burnett, AP",2021-09-16
New Ad Shows Texas Gov Is Far From Only Republican To Make Offensive Comments About Rape,POLITICS,Lee Moran,2021-09-15
Tucker Carlson Makes On-Air Plea To Swollen-Testicled Friend Of Nicki Minaj’s Cousin,POLITICS,Lee Moran,2021-09-15
Paula Jones Blasts Her Portrayal On 'American Crime Story: Impeachment',POLITICS,David Moye,2021-09-14
"COVID Cases, Deaths Notably Worse In Red States Than Blue States: Report",POLITICS,Mary Papenfuss,2021-09-12
Trump Drops Big Hint About Presidential Run At Meeting With Manhattan Police,POLITICS,Mary Papenfuss,2021-09-12
Mary Trump Says It's 'Disgraceful' Her Uncle Is Spending 9/11 Commenting On Boxing Match,POLITICS,Mary Papenfuss,2021-09-11
"Biden To Republicans Threatening To Challenge Vaccine, Testing Mandates: ‘Have At It’",POLITICS,Ryan Grenoble,2021-09-10
Jeanine Pirro Attacks Biden For Being Sympathetic Toward Flight Attendants,POLITICS,David Moye,2021-09-10
Pennsylvanian Charged With Having 'Weapons Of Mass Destruction' At His Home,CRIME,Sara Boboltz,2021-09-09
Kellyanne Conway Spectacularly Self-Owns With Reason For Not Quitting Military Board,POLITICS,Lee Moran,2021-09-09
Republicans Already Lying That California's Recall Election Is 'Rigged',POLITICS,Igor Bobic,2021-09-08
Trumper Who Chartered Buses To Jan. 6 Rally Pleads Guilty In Capitol Breach Case,POLITICS,Ryan J. Reilly,2021-09-08
Donald Trump’s 9/11 Boxing Commentary Gig Gets KO’d On Twitter,POLITICS,Lee Moran,2021-09-08
Texas Abortion Snitching Site Now Shares Web Host With Far-Right Extremists,POLITICS,Mary Papenfuss,2021-09-07
Ex-Marine Held Without Bond In Deadly Shooting Of Florida Family,CRIME,"Terry Spencer and Freida Frisaro, AP",2021-09-06
"Democratic Proposal Could Reduce Poverty By 3.3 Million People, Study Says",POLITICS,Jonathan Cohn,2021-09-06
Florida Gunman In Full Body Armor Arrested After Killing 4: Police,CRIME,"Kelli Kennedy, AP",2021-09-05
15 Miami-Dade Public School Staff Members Die Of COVID In Just 10 Days,POLITICS,Mary Papenfuss,2021-09-05
Bette Midler Calls For Sex Strike In Wake Of Radical Texas Abortion Crackdown,POLITICS,Mary Papenfuss,2021-09-05
"Mary Trump Rips 'Fascist' Uncle, Assumes He Doesn't Even Know What That Means",POLITICS,Mary Papenfuss,2021-09-05
Amy Klobuchar Renews Call For Justice Breyer’s Retirement Amid Texas Abortion Law,POLITICS,Sanjana Karanth,2021-09-05
"Bumble, Match CEO, Uber, Lyft Step Up To Help Women Battle Radical Texas Anti-Abortion Law",POLITICS,Mary Papenfuss,2021-09-04
Supreme Court Abortion Decision Should Show Democrats It’s Time To Embrace Democracy,POLITICS,Paul Blumenthal,2021-09-04
"MAGA PAC Forking Over $37,500 A Month In Rent To Trump Tower For Just 3 Employees",POLITICS,Mary Papenfuss,2021-09-04
Remington Subpoenas Report Cards Of Children Killed At Sandy Hook,CRIME,Sara Boboltz,2021-09-03
At Least 43 Dead As Ida’s Remnants Spawn Weather Chaos In Northeast,POLITICS,Nick Visser and Liza Hearon,2021-09-02
Ex-Prosecutor Indicted For Misconduct In Ahmaud Arbery Death,CRIME,"Russ Bynum, AP",2021-09-02
'This Is Untenable': Supreme Court Liberals Slam Decision On Texas Abortion Ban,POLITICS,Sara Boboltz,2021-09-02
Supreme Court Declines To Block Extreme Texas Abortion Law In 5-4 Ruling,POLITICS,Nick Visser,2021-09-02
Mitch McConnell Gives GOP A Reality Check In Response To Demands For Biden's Ouster,POLITICS,Ron Dicker,2021-09-02
GOP Operative Reportedly Caught Pretending To Be A Talk Radio Caller Named 'Josh',POLITICS,Amanda Terkel,2021-09-01
Jim Jordan's Own Words Come Back To Haunt Him In Damning New Supercut Video,POLITICS,Ed Mazza,2021-09-01
Supreme Court Allows Extreme Texas Abortion Ban To Go Into Effect,POLITICS,Alanna Vagianos,2021-09-01
"Trump Funding Network Paid $4.3 Million To People, Firms Who Set Up Jan. 6 Rally: Report",POLITICS,Mary Papenfuss,2021-08-31
Trump Rants About Media Spending 'All Night' On Ida Instead Of His 'Great' Taliban Deal,POLITICS,Mary Papenfuss,2021-08-31
U.S. Military Releases Haunting Image Of Last Soldier To Leave Afghanistan,POLITICS,Ed Mazza,2021-08-31
GOP Candidate Suggests Forcibly Removing School Board Members Over Mask Mandates,POLITICS,David Moye,2021-08-30
"U.S. Drone Strike Kills Suicide Bombers Targeting Kabul Airport, Officials Say",POLITICS,"Kathy Gannon, Lolita C. Baldor, Tameem Akhgar and Jon Gambrell, Associated Press",2021-08-29
Texas Anti-Mask 'Freedom Defender' Caleb Wallace Dies Of COVID-19,POLITICS,Mary Papenfuss,2021-08-29
"Delta Is Coming For Jails And Prisons, And The System Isn’t Ready To Protect The Incarcerated",POLITICS,Jessica Schulberg,2021-08-28
"If This Texas Abortion Ban Takes Effect, The State Will Pay Citizens To Enforce It",POLITICS,Alanna Vagianos,2021-08-28
Trump's D.C. Hotel Permanently Bans Forbes Reporter After ... Wait For It ... Taking Photos,POLITICS,Mary Papenfuss,2021-08-28
"Trump Suggests Osama Bin Laden Wasn't That Big A Deal, Says He Only Had 'One Hit'",POLITICS,Josephine Harvey,2021-08-27
Billions In Federal Rental Aid Sit Unspent By Local Governments,POLITICS,"Arthur Delaney, Amanda Terkel, and Tara Golshan",2021-08-25
Children Now Make Up 36% Of Tennessee’s Virus Cases,POLITICS,"Kimberlee Kruesi, AP",2021-08-25
Trump Supporters Were Asked If They Got Vaccinated And You Know What Happened Next,POLITICS,Ed Mazza,2021-08-24
Andrew Cuomo Officially Steps Down After 10 Years As New York Governor,POLITICS,Sanjana Karanth,2021-08-24
Trump Booed At His Own Rally For Finally Telling The Truth About Something,POLITICS,Ed Mazza,2021-08-23
New Zealand 'All Whites' Soccer Team Drops Nickname,SPORTS,"Steve McMorran, AP",2021-08-23
Joe Biden Urges Private Sector To Establish Vaccine Mandates Now,POLITICS,Lydia O'Connor,2021-08-23
Biden Considers Bringing In Commercial Airlines To Aid In Afghanistan Evacuation,POLITICS,"Hilary Hanson and AP, AP",2021-08-22
Mike Lindell Is Hiding A County Clerk Amid FBI Probe Of A Vote Data Leak: Report,POLITICS,Mary Papenfuss,2021-08-20
"Andrew Cuomo's Attorneys Dispute Claims Of Sexual Harassment, Again",POLITICS,Sara Boboltz,2021-08-20
Texas Lt. Gov. Falsely Blames Black People For State's Low Vaccination Rates,POLITICS,David Moye,2021-08-20
GOP Leader Who Fought Against Vaccine Dies After Weekslong Battle With Coronavirus,POLITICS,Ed Mazza,2021-08-20
Washington Governor Mandates Vaccines For All School Employees; Strictest Rule In U.S.,POLITICS,Nick Visser,2021-08-19
Trump Attacks Biden For Afghanistan Chaos After Giving Taliban The Deal That Ensured It,POLITICS,S.V. Date,2021-08-19
"On Food Assistance, Biden Strays Dramatically From Obama’s Record",POLITICS,Arthur Delaney,2021-08-18
Twitter Users Outraged After Trump Calls COVID Booster Shots 'Crazy',POLITICS,David Moye,2021-08-18
Poll: Reducing Size Of $3.5 Trillion Democratic Bill Doesn't Change Its Popularity,POLITICS,Jonathan Cohn,2021-08-18
Commentator Apologizes After Racist On-Air Joke About Japanese Baseball Player,SPORTS,Josephine Harvey,2021-08-18
Jen Psaki Reveals How She Deals With Peter Doocy When The Cameras Are Off,POLITICS,Ed Mazza,2021-08-16
Thousands Of Fake Vaccine Cards Seized On Way To New Orleans From China: Feds,CRIME,Nina Golgowski,2021-08-15
Colo. Clerk Accused Of Allowing Access to Vote Machine Passwords That Ended Up With QAnon Leader,POLITICS,Mary Papenfuss,2021-08-15
How Nina Turner Lost Her Election,POLITICS,Daniel Marans,2021-08-14
Activists Call It A ‘False Solution.’ But UN Scientists Say We Need To Suck Up CO2.,POLITICS,Alexander C. Kaufman,2021-08-14
Caeleb Dressel Swims With His Dog Jane In Gold Medal-Worthy Video,SPORTS,Hilary Hanson,2021-08-14
Texas Judge Says There Are No Kid ICU Beds: Have To ‘Wait For Another Child To Die',POLITICS,Lee Moran,2021-08-14
A D.C. Cop At The Jan. 6 Riot Died By Suicide. Sleuths Identified 1 Of The Rioters He Battled.,POLITICS,Ryan J. Reilly,2021-08-13
What The Census Tells Us About American Politics,POLITICS,Kevin Robillard,2021-08-13
Donald Trump Yells Question About People Missing Him And You Know What Happened Next,POLITICS,Lee Moran,2021-08-13
2 Moments From Mike Lindell's 72-Hour Fraud Fest You Must See To Believe,POLITICS,Ron Dicker,2021-08-11
"Oregon To Restore Indoor Mask Mandate, Require Vaccines For Some State Employees",POLITICS,Nick Visser,2021-08-11
"Southern Hospitals, Crushed By Delta Strain, Report Running Out Of ICU Beds",POLITICS,Nick Visser,2021-08-10
Anti-Vaccine Protesters Mocked Over ‘Fully Researched’ Target... Outside Wrong Building,POLITICS,Lee Moran,2021-08-10
NSA Watchdog To Review Agency Following Tucker Carlson’s Spy Claims,POLITICS,"Nomaan Merchant, AP",2021-08-10
Melania Trump Hits Back At 'Dishonorable' Historian Over Rose Garden Criticism,POLITICS,Curtis M. Wong,2021-08-09
U.S. Women's Basketball Defeats Japan To Win 7th Straight Gold Medal,SPORTS,"DOUG FEINBERG, AP",2021-08-08
Trump DOJ Ally Reportedly Pushed Wild Theory China May Have Used Vote-Hacking Thermometers,POLITICS,Mary Papenfuss,2021-08-08
Hawley's Aide Lashed For Her 'Concern' About Too Many Masks,POLITICS,Mary Papenfuss,2021-08-08
"Texas Democrats Continue Holdout, Don’t Show For New Session",POLITICS,"Acacia Coronado, Paul J. Weber, Associated Press",2021-08-07
Leslie Jones' Uncensored Commentary Puts Olympic Rhythmic Gymnastics On The Map,SPORTS,Ron Dicker,2021-08-07
Mark Hamill Mockingly Reveals How To Tell If Trump Merchandise Is ‘OFFICAL’ Or Not,POLITICS,Lee Moran,2021-08-07
Secret Service Agent’s Brother Takes First Plea Deal For Assaulting Cops On Jan. 6,POLITICS,Ryan J. Reilly,2021-08-06
Biden Administration To Extend Student Loan Moratorium Until January 2022,POLITICS,Kevin Robillard,2021-08-06
"FDA Working On Booster Vaccine Strategy, Could Release Next Month: Report",POLITICS,Nick Visser,2021-08-06
Tech Giant Took $2.7 Million From Trump The Day After Jan. 6 To Send More Of His Emails,POLITICS,S.V. Date,2021-08-05
"Mike Carey, Trump-Backed Ohio Republican, Wins Crowded GOP Primary",POLITICS,Daniel Marans,2021-08-04
Diver Tom Daley Unboxing Condoms In The Olympic Village To Lil Nas X Is A Vibe,SPORTS,Lee Moran,2021-08-04
Federal Judge Temporarily Blocks Texas Order Restricting Migrant Transportation,POLITICS,Dominique Mosbergen,2021-08-04
"Trump's Muslim Ban Harmed Muslim Americans' Health, Study Finds",POLITICS,Rowaida Abdelaziz,2021-08-04
Louisiana Reinstates Indoor Mask Mandate As State's Largest Hospital Runs Out Of Beds,POLITICS,Nick Visser,2021-08-03
"Pelosi Demands Andrew Cuomo Resign, Despite 40-Year Family Friendship",POLITICS,Alanna Vagianos,2021-08-03
Olympic Shooter Blames Wardrobe Malfunction For Bull's-Eye Blooper,SPORTS,Lee Moran,2021-08-03
New York Lawmakers Urge Andrew Cuomo To Resign In Wake Of Sexual Harassment Report,POLITICS,Alanna Vagianos,2021-08-03
Lawmaker Who Survived Jonestown Massacre Compares Trump To Jim Jones,POLITICS,Mary Papenfuss,2021-08-02
Olympic Sprint King Lamont Marcell Jacobs Reconnects With American Father He Last Saw As Infant,SPORTS,Ron Dicker,2021-08-02
"Miami Beach Mayor Rips Ron DeSantis As 'Pied Piper' Of COVID-19, Leading State 'Off A Cliff'",POLITICS,Mary Papenfuss,2021-08-02
"Shot-Putter Raven Saunders Defends ‘X’ Gesture, In Honor Of All Who Are Oppressed",SPORTS,Nick Visser,2021-08-02
MyKayla Skinner Goes From Sub To Silver Medal Winner In Olympic Vault,SPORTS,Ron Dicker,2021-08-01
"NBC Cuts Short Raven Saunders' Twerking Celebration, Viewers Say",SPORTS,Ron Dicker,2021-08-01
Watchdog Group Calls For Probe Of Trump's 'Weaponization' Of Justice Department,POLITICS,Mary Papenfuss,2021-08-01
U.S. Olympic Shot Putter’s Supervillain Face Mask Is No Joke,SPORTS,Lee Moran,2021-07-31
Olympic Swimmer Lilly King Says This 1 American Trait Is 'Bulls**t',SPORTS,Lee Moran,2021-07-31
Elaine Thompson-Herah Wins 2nd Straight 100-Meter Gold In Blazing Time,SPORTS,Ron Dicker,2021-07-31
"Novak Djokovic’s Racket Ends Up Just Like His Golden Slam Dreams, In Absolute Ruins",SPORTS,Lee Moran,2021-07-31
Rep. Madison Cawthorn Was Stopped Trying To Bring Gun On Plane In February,POLITICS,Hilary Hanson,2021-07-31
"Seeing A Make-or-Break Moment, Climate Groups Plan Blitz Over Congressional Recess",POLITICS,Kevin Robillard,2021-07-30
Democrats Bracing For Big Fight Over $3.5 Trillion Reconciliation Bill,POLITICS,Igor Bobic,2021-07-30
Pelosi Says Biden Administration Should Extend Eviction Moratorium,POLITICS,Tara Golshan and Arthur Delaney,2021-07-30
House GOP's Powerful Message Before Recess: We Hate Wearing Masks At Work,POLITICS,Jennifer Bendery,2021-07-29
"Biden Will Not Extend Eviction Moratorium, Even As States Struggle To Send Out Rent Relief",POLITICS,Tara Golshan,2021-07-29
'I Think After?' Reporter Grills Jim Jordan On When He Spoke To Trump On Jan. 6,POLITICS,Josephine Harvey,2021-07-29
Texas Lawmakers Sound The Alarm: Senate Dems Lack Urgency On Voting Rights,POLITICS,Travis Waldron,2021-07-29
"Democrats Want Paid Sick Days, Breaks For Domestic Workers",POLITICS,Sarah Ruiz-Grossman,2021-07-29
Lawmakers Feud On Twitter After In-Person Shouting Match Over Masks In Congress,POLITICS,Josephine Harvey,2021-07-29
Katie Ledecky Puts Her Up And Down Olympics In Perfect Perspective After Gold,SPORTS,Ron Dicker,2021-07-28
Fox News' Bret Baier Hits Out At Republicans Dismissing Capitol Riot Inquiry,POLITICS,Josephine Harvey,2021-07-28
'Partisan Pageantry': Republican Senators Dismiss Emotional Jan. 6 Hearing,POLITICS,Igor Bobic,2021-07-28
Colorado Gov. Jared Polis Joins The #FreeBritney Cause,POLITICS,Ryan Grenoble,2021-07-28
White House Says Travel Bans To Remain For Now As Delta Variant Surges,POLITICS,Nick Visser,2021-07-27
How Joe Biden Became A Trust Buster,POLITICS,Daniel Marans and Kevin Robillard,2021-07-27
Biden Says Vaccine Mandate For Federal Employees 'Under Consideration',POLITICS,Dominique Mosbergen,2021-07-27
Swimmer Wins Tokyo Olympics Gold After Beating COVID-19 Twice In 5 Months,SPORTS,Lee Moran,2021-07-27
Olympic Diver Tom Daley Knitted Special Accessory For Gold Medal,SPORTS,Elyse Wanshel,2021-07-27
Oregon Gov. Warns Of 'Harsh Reality' Amid Mammoth Bootleg Fire,POLITICS,Nick Visser,2021-07-26
Watch Gymnast Luciana Alvarado's BLM-Tribute Raised Fist In Olympics Routine,SPORTS,Ron Dicker,2021-07-26
Australian Gold Medal Winner's Coach Has The Best Reaction To Her Stellar Swim,SPORTS,Ed Mazza,2021-07-26
Diver Tom Daley Wins Gold: 'I Am A Gay Man And Also An Olympic Champion',SPORTS,Ron Dicker,2021-07-26
"The Aerials, Slides And Wipeouts Of Skateboarding's First Olympics",SPORTS,Celeste Lavin,2021-07-25
Florida Again Leads Nation In Soaring COVID Cases Amid Delta Fears,POLITICS,Mary Papenfuss,2021-07-25
The Most Incredible Photos Of Surfing's Olympic Debut,SPORTS,Celeste Lavin,2021-07-25
Date With Destiny: Capitol Riot Suspect Nabbed — This Time With Help From Dating App Bumble,POLITICS,Mary Papenfuss,2021-07-24
A ‘Bill Of Rights’ Aims To Keep Child Athletes Safe From Sex Abuse As Olympics Begin,SPORTS,Alanna Vagianos,2021-07-23
GOP Governor Says It's Time To 'Blame The Unvaccinated' For Pandemic Surge,POLITICS,Ed Mazza,2021-07-23
"Marjorie Taylor Greene Wants Chinese Booted For COVID, But Not A Peep About Unvaxxed",POLITICS,Mary Papenfuss,2021-07-23
CDC Director Says Delta Variant Of COVID-19 Among ‘Most Transmissible’ Viruses Known,POLITICS,Nick Visser,2021-07-23
