,headline,category,authors,date,topic
782,Watchdog Says Capitol Police Deficient At Monitoring Threats,POLITICS,"Mary Clare Jalonick, AP",2021-05-10,capitol
783,FAA Pursuing Civil Penalties Against Misbehaving Airline Passengers,POLITICS,"The Associated Press, AP",2021-05-10,rep
784,"As GOP Pushback Mounts, Biden Says Jobless Need To Go Back To Work",POLITICS,Arthur Delaney and Tara Golshan,2021-05-10,biden
785,Controversial Arizona Recounters Won't Pound On Voters' Doors After DOJ Complaint,POLITICS,Mary Papenfuss,2021-05-09,rep
786,House GOP Leader Kevin McCarthy Says He Backs Ousting Liz Cheney From Role,POLITICS,"Hope Yen, AP",2021-05-09,republicans
787,Fauci: 'There's No Doubt' COVID-19 Deaths Have Been Undercounted In U.S.,POLITICS,Nina Golgowski,2021-05-09,rep
788,Elizabeth Warren: President Biden Is ‘Meeting The Moment’,POLITICS,Kevin Robillard,2021-05-08,biden
789,Maryland Governor Issues Blanket Pardon For Lynching Victims,POLITICS,Dominique Mosbergen,2021-05-08,biden
790,Trump's DOJ Secretly Seized Washington Post Journalists' Phone Records: Report,POLITICS,Mary Papenfuss,2021-05-08,trump
791,Justice Department Aims To Crack Down On 'Ghost Guns',POLITICS,"Michael Balsamo, AP",2021-05-07,rep
792,Elizabeth Warren Doesn’t Believe The GOP Is Really Breaking Up With Big Business,POLITICS,Kevin Robillard,2021-05-07,republicans
793,Ted Cruz’s 2016 ‘Running Mate’ Reveals Why She’s ‘Very Disappointed’ In Him,POLITICS,Lee Moran,2021-05-07,rep
794,Twitter Users Drag Josh Hawley For Hypocritical Tweet About Amazon,POLITICS,David Moye,2021-05-07,biden
795,Florida Newspaper Rips GOP Gov. Ron DeSantis For Acting Like ‘Tyrannical' Trump,POLITICS,Lee Moran,2021-05-07,republicans
796,Alexandria Ocasio-Cortez Mocks Ted Cruz's 'Great Dinner' With Trump,POLITICS,Josephine Harvey,2021-05-06,rep
797,Texas Republican Slams GOP For Hating 'A Good Hunk Of America',POLITICS,David Moye,2021-05-06,rep
798,‘Daily Show’ Comedian Mimics Fox News' Faux Outrage To Hilarious Effect,POLITICS,Lee Moran,2021-05-06,rep
799,"GOP Congressman Embraces Cowardice, Refuses To Address ‘Big Lie’ Of 2020 Election",POLITICS,Ryan Grenoble,2021-05-06,republicans
800,"FAA Proposes Fines Up To $32,750 For Unruly Passengers Amid New Zero-Tolerance Policy",POLITICS,Nick Visser,2021-05-06,biden
801,Nancy Pelosi Posts Sarcastic Help-Wanted Ad To Skewer GOP Pressure On Liz Cheney,POLITICS,Ron Dicker,2021-05-05,rep
802,Ted Cruz's Awkward Mar-A-Lago Photo Op With Trump Gets The Treatment On Twitter,POLITICS,Ed Mazza,2021-05-05,rep
803,Biden To Support Waiving Patents For COVID-19 Vaccines,POLITICS,Daniel Marans and Sara Boboltz,2021-05-05,biden
804,Trump Proves His Hold Over GOP Again As House Leaders Prepare To Purge Liz Cheney,POLITICS,S.V. Date,2021-05-05,trump
805,San Francisco To Redirect $3.75 Million From Law Enforcement To Black Business,POLITICS,Sarah Ruiz-Grossman,2021-05-05,rep
806,Facebook's Oversight Board Upholds Trump Ban — With A Big Catch,POLITICS,Ja'han Jones,2021-05-05,biden
807,House Republicans Try To Cancel Liz Cheney For Telling Truth About Election,POLITICS,Arthur Delaney,2021-05-04,republicans
808,Judge Orders Justice Dept. To Release Trump Obstruction Memo,POLITICS,"Eric Tucker, AP",2021-05-04,court
809,FDA Reportedly Set To Approve Pfizer Vaccine For 12- To 15-Year-Olds,POLITICS,Nick Visser,2021-05-04,rep
810,Biden Announces New Refugee Cap 1 Month After Backlash,POLITICS,Rowaida Abdelaziz,2021-05-03,biden
811,Liz Cheney Slaps Down Trump's Attempt To Redefine 2020 Election As 'THE BIG LIE',POLITICS,Ryan Grenoble,2021-05-03,election
812,Bid To Censure Mitt Romney Over Trump Impeachment Votes Narrowly Fails,POLITICS,Hayley Miller,2021-05-02,biden
813,"Susan Wright, Endorsed By Donald Trump, Advances To U.S. House Runoff In Texas",POLITICS,"Paul J. Weber, AP",2021-05-02,trump
814,Former Ethics Chief Slams Cruz's Warning To 'Woke' CEOs As 'Most Openly Corrupt' Ever,POLITICS,Mary Papenfuss,2021-05-02,rep
815,What To Know About The Growing Debate Over COVID-19 Vaccine Patents And Equity,POLITICS,Sara Boboltz,2021-05-02,rep
816,Former GOP State Lawmaker At Capitol On Jan. 6 Is Photographed Auditing Arizona Votes,POLITICS,Mary Papenfuss,2021-05-01,capitol
817,Kansas House Republican Arrested Over Alleged Attack On Student,POLITICS,"JOHN HANNA and ANDY TSUBASA FIELD, AP",2021-05-01,republicans
818,It's Been 10 Years Since Barack Obama And Seth Meyers Roasted Donald Trump,POLITICS,Lee Moran,2021-05-01,rep
819,'Radicalized' GOP And 'Twisted People' On Fox News Called Out In Damning New Ad,POLITICS,Lee Moran,2021-05-01,republicans
820,"Trump Launches Scathing Attack On Rudy Giuliani House Raid: 'It Was, Like, So Unfair'",POLITICS,Mary Papenfuss,2021-04-30,trump
821,Donald Trump Jr. Comes For Rep. Liz Cheney After She Fist-Bumps President Biden,POLITICS,Mary Papenfuss,2021-04-29,donald
822,Biden Urges Passage Of Equality Act As Anti-Trans Youth Bills Advance In Several States,POLITICS,Alanna Vagianos,2021-04-29,biden
823,Dr. Anthony Fauci Dismantles Joe Rogan's False And Selfish Vaccination Advice,POLITICS,Lee Moran,2021-04-29,rep
824,"Harris, Pelosi Make History At Joe Biden’s First Congressional Speech",POLITICS,Sanjana Karanth,2021-04-29,democrats
825,Here Are The Key Moments From Biden’s Speech To Congress,POLITICS,Sanjana Karanth,2021-04-29,biden
826,"Sean Hannity Questions If Any Science Involved In Vaccination, Rips Fauci",POLITICS,Ron Dicker,2021-04-28,rep
827,'Daily Show' Dunks On Ted Cruz After Texas Senator Tries To Mock Trevor Noah,POLITICS,David Moye,2021-04-28,republicans
828,Conservative Columnist Nails Big Differences Between Biden's And Trump's First 100 Days,POLITICS,Lee Moran,2021-04-28,republicans
829,Organized Labor Puts Heat On Democratic Holdouts To Support PRO Act,POLITICS,Dave Jamieson,2021-04-28,democrats
830,Emails Show Oil Lobby Mobilized Democratic Governors' Opposition To Biden Energy Order,POLITICS,Chris D'Angelo,2021-04-27,democrats
831,GOP Gov. Larry Hogan Issues Stark Warning To Fellow Republicans,POLITICS,Lee Moran,2021-04-27,republicans
832,GOP Rep. Lauren Boebert Self-Owns With Conspiratorial Constitution Tweet,POLITICS,Lee Moran,2021-04-27,republicans
833,GOP Lawmakers Release Surprisingly Great COVID-19 Vaccine Ad,POLITICS,Igor Bobic,2021-04-27,republicans
834,Tucker Carlson Tells Viewers To Call Police If They See Kids Wearing Masks Outside,POLITICS,Josephine Harvey,2021-04-27,rep
835,How Many False Claims Did Biden Make In His First 100 Days Compared To Trump?,POLITICS,Josephine Harvey,2021-04-27,rep
836,GOP Group Is Rating Members’ Response To Trump’s Attempts To Overturn Democracy,POLITICS,S.V. Date,2021-04-26,republicans
837,California Gov. Gavin Newsom Recall Effort Qualifies For Ballot,POLITICS,Lydia O'Connor,2021-04-26,election
838,'Spineless Coward': Kevin McCarthy Ripped For Defending Trump's Riot Response,POLITICS,Ed Mazza,2021-04-26,rep
839,Gubernatorial Candidate Caitlyn Jenner Gets Schooled On How California Operates,POLITICS,Mary Papenfuss,2021-04-25,election
840,Top House Republican Defends Trump's Response To Capitol Riot: 'He Put A Video Out',POLITICS,Hayley Miller,2021-04-25,rep
841,Joe Biden Wants To Make Community College Free. Can Progressives Push Him Further?,POLITICS,Kevin Robillard,2021-04-25,rep
842,"Mike Pence's COVID Rule-Busting Vail Vacation Cost Public $757,000 In Security Costs Alone",POLITICS,Mary Papenfuss,2021-04-25,rep
843,"After Dodge On 'America First' Racism, Marjorie Taylor Greene To Star In America First Rally",POLITICS,Mary Papenfuss,2021-04-24,biden
844,Laura Ingraham Kicks Up Fear Factor With Desperate New Attack On Joe Biden,POLITICS,Lee Moran,2021-04-24,joe
845,Pretend Journalist Tucker Carlson Calls Real Journalists 'Cowards',POLITICS,Sebastian Murdock,2021-04-24,rep
846,"Anthony Fauci Delivers Short, Sharp Shutdown Of GOP Senator's Vaccine Doubt Bluster",POLITICS,Lee Moran,2021-04-24,republicans
847,Ex-Trump Aide Reveals Inside Story Of His Wild Disinfectant Press Conference,POLITICS,Lee Moran,2021-04-24,rep
848,GOP Rep. Lauren Boebert’s Hot Take On Fourth Of July Gets An Icy Reception,POLITICS,Lee Moran,2021-04-23,republicans
849,It's Been Exactly 1 Year Since The Most Insane Moment Of The Trump Presidency,POLITICS,Ed Mazza,2021-04-23,trump
850,Sen. Ron Johnson Says He Sees 'No Reason' For COVID-19 Mass Vaccination,POLITICS,Tara Golshan,2021-04-23,republicans
851,GOP Governor Candidate Amanda Chase Says Derek Chauvin Conviction ‘Makes Me Sick',POLITICS,Lee Moran,2021-04-23,republicans
852,Biden Preparing To Recognize Armenian Massacres As Genocide: Reports,POLITICS,Josephine Harvey,2021-04-22,biden
853,House Votes To Restrict President From Imposing Travel Bans,POLITICS,Nick Visser,2021-04-22,vote
854,Biden Hopes Tax Credit Will Encourage Vaccine-Hesitant Americans To Get One Anyway,POLITICS,S.V. Date,2021-04-21,biden
855,Republicans Resist Bipartisan Capitol Riot Commission,POLITICS,Arthur Delaney,2021-04-21,republicans
856,"Nancy Pelosi: 'Thank You, George Floyd, For Sacrificing Your Life'",POLITICS,Akbar Shahid Ahmed,2021-04-20,rep
857,Jim Jordan Asked A Snarky Question About Masks And Twitter Users Did Not Hold Back,POLITICS,Lee Moran,2021-04-20,republicans
858,"As States Thwart Climate Progress, Progressives Pitch A Lifeline To Green Cities",POLITICS,Alexander C. Kaufman,2021-04-19,rep
859,Florida Gov. Ron DeSantis Signs Controversial 'Public Disorder' Bill Into Law,POLITICS,Ryan Grenoble,2021-04-19,rep
860,Ultrawealthy Americans Are Scrambling To Get Ahead Of Biden’s Planned Tax Hikes,POLITICS,Molly Redden,2021-04-19,biden
861,Sikh Community Calls For Gun Reforms After Devastating FedEx Shooting,POLITICS,"By CASEY SMITH and RICK CALLAHAN, AP",2021-04-18,rep
862,Anderson Cooper Shares 'The Sad Fact' About Mass Shootings In The U.S.,POLITICS,Lee Moran,2021-04-17,rep
863,'Nativist Crap': Critics Erupt In Fury Over New Conservative 'Anglo-Saxon' Caucus,POLITICS,Mary Papenfuss,2021-04-17,rep
864,Kellyanne Conway Joins Campaign Of Senate Candidate In Ohio She Compares To Trump,POLITICS,Mary Papenfuss,2021-04-16,trump
865,Fox Host Flames GOP Gov. Kristi Noem For Awful ‘Message To Illegal Immigrants’,POLITICS,Lee Moran,2021-04-16,republicans
866,Transgender Children Across The U.S. Are Fighting For Their Lives (Again),POLITICS,Alanna Vagianos,2021-04-16,rep
867,Biden Appoints Erika Moritsugu As Asian American Liaison,POLITICS,Sarah Ruiz-Grossman,2021-04-15,biden
868,House Panel Approves Bill To Study Slavery Reparations,POLITICS,Nick Visser,2021-04-15,rep
869,GOP Says Kamala Harris Is MIA On Immigration As She Announces Mexico Trip,POLITICS,Jennifer Bendery,2021-04-14,republicans
870,Here's What A Civilian Climate Corps Could Look Like,POLITICS,Alexander C. Kaufman,2021-04-14,biden
871,IRS To Begin Sending Out Child Tax Credit Payments In July,POLITICS,Nick Visser,2021-04-14,biden
872,Joe Manchin Says Voting Rights Bill Can Be Bipartisan. Republicans Aren't Interested.,POLITICS,"Arthur Delaney, Igor Bobic, and Paul Blumenthal",2021-04-14,joe
873,Obamas Respond To Daunte Wright Shooting With A Plea For Police Reform,POLITICS,Ryan Grenoble,2021-04-13,rep
874,Republicans Ridiculed For Gifting Trump 'Made Up' Tiny Bowl Award,POLITICS,Josephine Harvey,2021-04-13,republicans
875,'Crock Of S**t': Ex-Fox Host Gretchen Carlson Rips Network Over Tucker Carlson,POLITICS,Ed Mazza,2021-04-13,rep
876,CNN's Jim Acosta Paints A Sad Picture Of Trump's Daily 'Grievance Groundhog Day',POLITICS,Josephine Harvey,2021-04-12,trump
877,"Wake Up, GOP, Warns Liz Cheney: Trump Is Still Waging 'War On The Constitution'",POLITICS,Mary Papenfuss,2021-04-11,republicans
878,New York Raises Taxes On The Rich As State Shifts Leftward,POLITICS,Daniel Marans,2021-04-11,rep
879,Biden Avoids Big Test As Battery Giants Reach Deal To Save Georgia Factories,POLITICS,Alexander C. Kaufman,2021-04-10,rep
880,Ralph Northam Endorses Predecessor Terry McAuliffe For Virginia Governor,POLITICS,"SARAH RANKIN, AP",2021-04-08,rep
881,"Republicans Reveal Exactly What Marjorie Taylor Greene Stands For, Using Her Own Words",POLITICS,Lee Moran,2021-04-08,republicans
882,Tucker Carlson: Transgender People Threaten 'Perpetuation Of The Species',POLITICS,Ron Dicker,2021-04-08,rep
883,"Virginia Lt. Gov. Justin Fairfax Compares Himself To George Floyd, Emmett Till",POLITICS,Daniel Marans,2021-04-07,rep
884,Jen Psaki Destroys Fox News 'Gotcha' Question About Georgia Voting Law,POLITICS,David Moye,2021-04-06,biden
885,Ex-Trump Lawyer’s Claim About Not Worshipping Him Goes Up In Holy Smoke,POLITICS,Lee Moran,2021-04-06,biden
886,Deadpan Jen Psaki Mows Down Newsmax Reporter Over 'Secret Memo' Question,POLITICS,Mary Papenfuss,2021-04-06,rep
887,"GOP Has Lost Credibility On Federal Debt Gripes, Chris Wallace Tells Sen. Roy Blunt",POLITICS,Mary Papenfuss,2021-04-05,republicans
888,Joe Manchin Demands Changes To Joe Biden's Infrastructure Plan,POLITICS,Igor Bobic,2021-04-05,democrats
889,Trump Administration Mistakenly Sanctioned Italian Pizzeria Owner,POLITICS,Mary Papenfuss,2021-04-05,rep
890,John Lewis’s Final Fight For Voting Rights,POLITICS,Paul Blumenthal,2021-04-04,rep
891,Republicans Sneer At U.S. Capitol Security Fence In Scathing Supercut,POLITICS,Lee Moran,2021-04-03,republicans
892,"Mitt Romney Wins 'Profile In Courage' Award, For Defying A Party Of Cowards",POLITICS,Jonathan Cohn,2021-04-03,rep
893,Iowa GOP Gov. Kim Reynolds Signs Bill Easing Background Checks On Guns,POLITICS,"DAVID PITT, AP",2021-04-03,republicans
894,"For Republicans, 2021 Is The Year To Target Trans Kids",POLITICS,Nick Visser,2021-04-03,republicans
895,Sean Spicer Accidentally On Mute Could Be The Weirdest Interview Of 2021,POLITICS,Lee Moran,2021-04-02,rep
896,GOP Rep. Lauren Boebert Tweeted About April Fools' Day But The Joke Was On Her,POLITICS,Lee Moran,2021-04-02,republicans
897,Laura Ingraham Calls Warnings Of COVID-19 Surge A 'Disinformation Campaign',POLITICS,Ron Dicker,2021-04-01,rep
898,Jim Clyburn 'Insulted' By Joe Manchin’s Position On Voting Rights Bill,POLITICS,Paul Blumenthal,2021-04-01,rep
899,Newsmax Anchor Greg Kelly's Weird Weed Anecdote Gets Burned On Twitter,POLITICS,Ron Dicker,2021-04-01,biden
900,Marjorie Taylor Greene Slammed For Claim That Working Out Is Her ‘Covid Protection’,POLITICS,Elyse Wanshel,2021-04-01,rep
901,The Government Is Now Paying For Unemployed Americans' Health Insurance,POLITICS,Tara Golshan,2021-04-01,rep
902,Madison Cawthorn Destroyed On Twitter For Celebrating Funding From Relief Bill He Opposed,POLITICS,Josephine Harvey,2021-03-31,biden
903,House Democrats Tap Rep. Jamie Raskin To Craft Organizing Efforts,POLITICS,Kevin Robillard,2021-03-31,rep
904,Joe Scarborough Slams Fox News By Airing ‘Deeply Offensive’ Clip,POLITICS,Lee Moran,2021-03-31,rep
905,Ronny Chieng’s 2016 Takedown Of Fox News' Anti-Asian Bit Goes Viral Again,POLITICS,Lee Moran,2021-03-31,rep
906,Fox News Lets Ex-Trump Aide Spew Fauci Conspiracy Theory With Zero Pushback,POLITICS,Lee Moran,2021-03-31,rep
907,"Democrats Prepare To Push Biden For A $10 Trillion, Decade-Long Green Infrastructure Plan",POLITICS,Alexander C. Kaufman,2021-03-28,democrats
908,Jen Psaki Has It Out With Fox News Reporter Peter Doocy Over Biden Snub,POLITICS,Mary Papenfuss,2021-03-27,rep
909,MSNBC's Tiffany Cross Comes For 'Princess' Meghan McCain Over Identity Politics,POLITICS,Mary Papenfuss,2021-03-27,rep
910,Joe Biden Says He 'Can't Picture' U.S. Troops Being In Afghanistan In 2022,POLITICS,Akbar Shahid Ahmed,2021-03-25,biden
911,Democrats Launch Senate Battle For Expanded Voting Rights,POLITICS,"Mary Clare Jalonick, AP",2021-03-25,democrats
912,Ex-Trump Vaccine Chief Fired From Pharma Board Over Sexual Harassment Claims,POLITICS,Nina Golgowski,2021-03-24,rep
913,Virginia Becomes First Southern State To Abolish The Death Penalty,POLITICS,Jessica Schulberg,2021-03-24,biden
914,High Court Weighs When Police Can Enter Homes Without Warrants,POLITICS,"Jessica Gresko, AP",2021-03-24,court
915,"Fencing Around U.S. Capitol To Be Scaled Back, Officials Say No 'Known, Credible Threat'",POLITICS,Nick Visser,2021-03-16,capitol
916,Senator Calls Out Opposition To Deb Haaland: 'A Woman Of Color Is Being Held To A Different Standard',POLITICS,Chris D'Angelo,2021-03-15,biden
917,"No Evidence AstraZeneca Vaccine Causes Increased Blood Clot Risk, Company Says",POLITICS,Nick Visser,2021-03-15,rep
918,Fauci Has 1-Word Response To Question About 'What Changed' Around Jan. 20,POLITICS,Lee Moran,2021-03-13,rep
919,National Park Service Shoots Down South Dakota Request For Mount Rushmore Fireworks,POLITICS,Mary Papenfuss,2021-03-13,biden
920,New York Assembly Launches Impeachment Probe Into Andrew Cuomo,POLITICS,Lydia O'Connor,2021-03-12,biden
921,House Approves Pro-Union Bill Despite Dim Senate Odds,POLITICS,"BRIAN SLODYSKO, AP",2021-03-10,vote
922,House Democrats End Blacklist Against Vendors That Work With Primary Challengers,POLITICS,Daniel Marans,2021-03-10,democrats
923,New York Senate's Top Democrat Calls For Cuomo To Resign,POLITICS,Nina Golgowski,2021-03-07,democrats
924,"On Bloody Sunday Anniversary, Biden Signs Executive Order To Promote Voting Rights",POLITICS,Kevin Robillard,2021-03-07,biden
925,Senate Works Through Night On Path To Pass Historic COVID-19 Aid,POLITICS,"Alan Fram, Associated Press",2021-03-06,biden
926,Capitol Police Request That National Guard Extend Stay In Washington By 60 Days,POLITICS,Sanjana Karanth,2021-03-05,capitol
927,John Kerry Laments ‘4 Terribly Lost Years’ Of Climate Change Setbacks Under Trump,POLITICS,Jeremy Blum,2021-03-04,rep
928,How The U.S. Is Killing Off The Death Penalty,POLITICS,Melissa Jeltsen,2021-02-26,rep
929,Former Georgia Sen. Perdue Will Not Challenge Raphael Warnock In 2022,POLITICS,Sara Boboltz,2021-02-23,rep
930,Neera Tanden's Confirmation To OMB Hanging By A Thread,POLITICS,Igor Bobic,2021-02-22,biden
931,United Airlines Investigating Source Of Leaks On Ted Cruz's Cancun Flights,POLITICS,Mary Papenfuss,2021-02-21,republicans
932,"Steve Scalise, No. 2 House Republican, Still Won't Say Election Wasn't Stolen",POLITICS,Hayley Miller,2021-02-21,election
933,Merrick Garland Vows To Oversee Prosecution Of Capitol Rioters As Attorney General,POLITICS,Nina Golgowski,2021-02-21,capitol
934,Florida Is A Model For Voting. The GOP Wants Change Anyway.,POLITICS,"NICHOLAS RICCARDI and BOBBY CAINA CALVAN, AP",2021-02-20,vote
935,"Air Force Orders New Review Into Racial, Ethnic Disparities",POLITICS,"Lolita C. Baldor, AP",2021-02-20,rep
936,Biden Says 'Substance Of Charge' Against Trump Was 'Not In Dispute',POLITICS,Mary Papenfuss,2021-02-14,biden
937,Members Of Congress Recount Capitol Attack,POLITICS,HuffPost Editors,2021-02-05,capitol
938,Pentagon Chief Lloyd Austin Purges Defense Advisory Boards; Trump Loyalists Out,POLITICS,"LOLITA C. BALDOR, AP",2021-02-03,biden
939,"Biden, Yellen Say GOP COVID-19 Aid Too Small, Democrats Push On",POLITICS,"Lisa Mascaro and Josh Boak, AP",2021-02-03,democrats
940,Joe Biden Launches Effort To Repair Trump's Immigration Damage,POLITICS,Rowaida Abdelaziz and Elise Foley,2021-02-02,biden
941,"For Marjorie Taylor Greene, ‘Politics Trumps Truth,’ Mother Of Parkland Victim Says",POLITICS,Nick Visser,2021-02-01,rep
942,Biden Threatens Sanctions On Myanmar After Military Coup,POLITICS,"Matthew Lee, AP",2021-02-01,biden
943,Biden Invites 10 GOP Senators To White House To Discuss Smaller COVID-19 Relief Proposal,POLITICS,Nick Visser,2021-02-01,republicans
944,GOP Senator Calls For 'Strong Response' To Marjorie Taylor Greene Rhetoric,POLITICS,Josephine Harvey,2021-01-31,republicans
945,10 GOP Senators Float Much Smaller COVID-19 Relief Proposal As Dems Prepare To Go It Alone,POLITICS,Hayley Miller,2021-01-31,republicans
946,Deal Or No Deal: COVID-19 Aid Tests Biden 'Work Together' Plea,POLITICS,"Jonathan Lemire and Lisa Mascaro, AP",2021-01-31,biden
947,U.S. 'Anti-Science' Movement Sacrificed 'Tens Of Thousands' Of Lives To COVID: Medical Expert,POLITICS,Mary Papenfuss,2021-01-30,rep
948,Public Health Expert Names What Trump Admin May Have Gotten 'Most Wrong' About Pandemic,POLITICS,Lee Moran,2021-01-30,trump
949,Shirley Weber Sworn In As California's First Black Elections Chief,POLITICS,Sarah Ruiz-Grossman,2021-01-30,election
950,"Biden Gets Positive Marks For First Steps As President, Survey Finds",POLITICS,Ariel Edwards-Levy,2021-01-29,biden
951,Washington Post Editorial Rips Republicans 'Crawling Back' To Donald Trump,POLITICS,Lee Moran,2021-01-29,republicans
952,Sacramento Officials Under Fire After Homeless People Died During Storms,POLITICS,Sarah Ruiz-Grossman,2021-01-28,rep
953,"Man Arrested Near Capitol With Gun Had 'Stop The Steal' Paperwork, List Of Politicians",POLITICS,Sebastian Murdock,2021-01-28,capitol
954,Nancy Pelosi: Lawmakers Need Protection From Each Other Because 'The Enemy Is Within',POLITICS,Jennifer Bendery,2021-01-28,rep
955,Biden Moves Quickly To Repair White House Relationship With Federal Workforce,POLITICS,Dave Jamieson,2021-01-28,biden
956,Oregon GOP Embraces Capitol Riot 'False Flag' Conspiracy Theory,POLITICS,Lee Moran,2021-01-27,republicans
957,Democrats Reintroduce Legislation To 'Decriminalize Immigration',POLITICS,Sarah Ruiz-Grossman,2021-01-26,democrats
958,Joe Biden Says Trump's Impeachment Trial In Senate 'Has To Happen',POLITICS,Sarah Ruiz-Grossman,2021-01-26,joe
959,Biden Administration Says It Will Buy 200 Million More COVID-19 Shots,POLITICS,Jonathan Cohn,2021-01-26,biden
960,DOJ Rescinds ‘Zero Tolerance’ Immigration Rule Used For Family Separation,POLITICS,"Michael Balsamo and Colleen Long, AP",2021-01-26,rep
961,Joe Biden Repeals Donald Trump’s Transgender Military Ban,POLITICS,Alanna Vagianos,2021-01-25,joe
962,Budweiser Won't Air Super Bowl Ads For First Time In 37 Years,POLITICS,"MAE ANDERSON and DEE-ANN DURBIN, AP",2021-01-25,rep
963,"Live By The Sharpie, Die By The Ballpoint ― Much Of Trump’s Legacy Undone In Days",POLITICS,S.V. Date,2021-01-25,biden
964,"Lawmakers Face Threat Of Second Capitol Attack Ahead Of Impeachment, AP Reports",POLITICS,"Michael Balsamo, AP",2021-01-25,capitol
965,Trump Peddled Misleading COVID-19 Charts To The Public: Dr. Birx,POLITICS,Mary Papenfuss,2021-01-25,trump
966,"Capitol Violence Sparks Discussion Of Secret, Safer Impeachment Trial Vote",POLITICS,Mary Papenfuss,2021-01-24,vote
967,"Mitt Romney: Trump Impeachment Trial Important For 'Unity,' 'Accountability'",POLITICS,Hayley Miller,2021-01-24,trump
968,"In First Days, Biden Flashes Action As Deep Problems Await",POLITICS,"Jonathan Lemire, AP",2021-01-23,biden
969,Democrats Start Reining In Big Expectations For Immigration Bill,POLITICS,"Alan Fram, AP",2021-01-23,democrats
970,Owners Discuss Removing Trump's Name From Manhattan Highrise: Report,POLITICS,Mary Papenfuss,2021-01-23,rep
971,Catholic Bishops Are Already Divided On How To Deal With Biden's Progressive Faith,POLITICS,Carol Kuruvilla,2021-01-22,biden
972,"What A Fight Over $2,000 Checks Says About The Left's Approach To Biden",POLITICS,Daniel Marans,2021-01-22,biden
973,Senate Confirms Lloyd Austin To Be The First Black Defense Secretary,POLITICS,Akbar Shahid Ahmed,2021-01-22,vote
974,Tribes Lobby Republicans To Confirm Deb Haaland As Interior Secretary,POLITICS,Jennifer Bendery,2021-01-22,republicans
975,Uniformed Man Knelt By Beau Biden's Grave During Inaugural Address,POLITICS,Curtis M. Wong,2021-01-21,biden
976,Biden Revokes Trump's 1776 Report That Downplayed Slavery,POLITICS,"Collin Binkley, AP",2021-01-21,biden
977,"New White House Press Secretary, Jen Psaki, A Hit On Twitter After First Briefing",POLITICS,Josephine Harvey,2021-01-21,rep
978,"Republicans Celebrate Democracy After Lying About Fraud, Voting To Overturn Election",POLITICS,Jennifer Bendery,2021-01-21,republicans
979,World's Saddest Trump Rally Draws Lone Protester: 'Kind Of By Myself Out Here',POLITICS,Ed Mazza,2021-01-21,trump
980,Joe Biden Swore His Oath Of Office On A Giant Family Bible,POLITICS,Carol Kuruvilla,2021-01-20,biden
981,Joe Biden Sworn In As 46th President Of The United States,POLITICS,Hayley Miller,2021-01-20,biden
982,Biden Launches Effort To Undo Trump's Damage On Immigration,POLITICS,Rowaida Abdelaziz,2021-01-20,biden
983,Joe Biden Mandates Masks On Federal Property,POLITICS,Ryan Grenoble,2021-01-20,biden
984,Biden Tearfully Honors Late Son Beau: ‘We Should Be Introducing Him As President’,POLITICS,Elyse Wanshel,2021-01-19,biden
985,Nurse Sings 'Amazing Grace' In Powerful Biden-Harris COVID-19 Memorial,POLITICS,Sarah Ruiz-Grossman,2021-01-19,democrats
986,"Sunny Hostin Slams Trump Allies For 'Enabling A Racist President,' Then Quoting MLK",POLITICS,Josephine Harvey,2021-01-19,rep
987,2 National Guard Members Removed From Biden Inauguration Over Militia Ties,POLITICS,"James LaPorta and Michael Balsamo, AP",2021-01-19,biden
988,White House Sculpture Garden To Feature Songwriter Who Hated Trump's Dad,POLITICS,David Moye,2021-01-18,white house
989,"Woman Who Stole Pelosi's Laptop May Have Tried To Sell It To Russians, FBI Says",POLITICS,"Jan Wolfe, Reuters",2021-01-18,rep
990,Trump's 'History Of Violence' Exposed In Conservative Website's Damning Supercut,POLITICS,Ed Mazza,2021-01-18,rep
991,Kamala Harris Stuns Husband On CBS With Hilarious Detail About Their First Date,POLITICS,Josephine Harvey,2021-01-18,democrats
992,Former Trump Official Mocked For Claiming That The President Has No Platform Now,POLITICS,Josephine Harvey,2021-01-17,biden
993,'My Pillow Guy' Still Hoping Trump Could Mobilize The Military To Stay In Power,POLITICS,Mary Papenfuss,2021-01-17,trump
994,"Trump's Legacy: 2 Impeachments, An Insurrection, Countless Lies And Corruption",POLITICS,S.V. Date,2021-01-17,trump
995,Senate Intelligence Committee Member Says Trump Should Be Cut Off From Briefings,POLITICS,Hayley Miller,2021-01-17,trump
996,Biden To Unveil Plan To Offer Legal Status For Millions Of Immigrants,POLITICS,"Elliot Spagat, AP",2021-01-17,democrats
997,Where Does The American Far Right Go From Here?,POLITICS,Nick Robins-Early,2021-01-16,rep
998,Evangelist Compares Republicans Who Voted For Trump's Impeachment To Judas,POLITICS,Carol Kuruvilla,2021-01-16,republicans
999,Capitol Insurrectionists Said They Were Following Trump’s Orders,POLITICS,Paul Blumenthal,2021-01-16,capitol
1000,Mary Trump: My Uncle ‘Enjoyed Every Second’ Of Capitol Riot,POLITICS,Lee Moran,2021-01-16,capitol
1001,Trump Administration Ends Its Execution Spree By Killing Dustin Higgs,POLITICS,Melissa Jeltsen and Jessica Schulberg,2021-01-16,trump
1002,"Kamala Harris Compares Capitol Riot To Charlottesville, Emmett Till's Death",POLITICS,Jeremy Blum,2021-01-15,capitol
